Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ARGO,"Argo Group International Holdings, Ltd.",64.57,$2.22B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/argo
ANET,"Arista Networks, Inc.",204.87,$15.65B,2014,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,5.86,$215.39M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ai
AI^B,Arlington Asset Investment Corp,21.3698,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ai^b
AI^C,Arlington Asset Investment Corp,21.42,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ai^c
AIC,Arlington Asset Investment Corp,24,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,24.3943,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiw
ARLO,"Arlo Technologies, Inc.",4.36,$330.09M,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/arlo
AHH,"Armada Hoffler Properties, Inc.",18.34,$1.4B,2013,Finance,Real Estate,https://old.nasdaq.com/symbol/ahh
AHH^A,"Armada Hoffler Properties, Inc.",27.64,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahh^a
ARR,"ARMOUR Residential REIT, Inc.",17.6,$1.04B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/arr
ARR^B,"ARMOUR Residential REIT, Inc.",25.07,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/arr^b
AFI,"Armstrong Flooring, Inc.",4.19,$90.09M,2016,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,93.05,$4.51B,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",84.74,$6.9B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,94.26,$17.58B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,32.43,$2.52B,2013,Finance,Investment Managers,https://old.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,13,$250.77M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,114.12,$2.2B,2002,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/abg
ASX,"ASE Technology Holding Co., Ltd.",5.62,$11.95B,2018,Technology,Semiconductors,https://old.nasdaq.com/symbol/asx
ASGN,ASGN Incorporated,70.19,$3.71B,1992,Technology,Professional Services,https://old.nasdaq.com/symbol/asgn
AHT,Ashford Hospitality Trust Inc,2.78,$283.86M,2003,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aht
AHT^D,Ashford Hospitality Trust Inc,25.51,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,21.9321,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,21.43,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^g
AHT^H,Ashford Hospitality Trust Inc,22.14,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^h
AHT^I,Ashford Hospitality Trust Inc,21.81,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^i
ASH,Ashland Global Holdings Inc.,76.97,$4.64B,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/ash
ASPN,"Aspen Aerogels, Inc.",8.29,$201.45M,2014,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/aspn
AHL^C,Aspen Insurance Holdings Limited,27.91,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,26.68,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahl^d
AHL^E,Aspen Insurance Holdings Limited,25.96,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahl^e
AMK,"AssetMark Financial Holdings, Inc.",28.86,$2.09B,2019,Finance,Investment Managers,https://old.nasdaq.com/symbol/amk
ASB,Associated Banc-Corp,22.07,$3.52B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,25.971,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,25.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asb^d
ASB^E,Associated Banc-Corp,26.79,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asb^e
AC,"Associated Capital Group, Inc.",38.69,$870.11M,2015,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",127.94,$7.76B,2004,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aiz
AIZP,"Assurant, Inc.",125.97,$362.16M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aizp
AGO,Assured Guaranty Ltd.,48.87,$4.66B,2004,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,26.8391,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,26.43,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,25.8663,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ago^f
AZN,Astrazeneca PLC,49.89,$130.9B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,5.37,$344.25M,2016,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/home
T,AT&T Inc.,39.07,$285.41B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/t
T^A,AT&T Inc.,26,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/t^a
TBB,AT&T Inc.,26.54,n/a,2017,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tbb
TBC,AT&T Inc.,27.46,n/a,2018,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tbc
ATTO,Atento S.A.,2.85,$214.91M,2014,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atto
ATH,Athene Holding Ltd.,47.32,$8.74B,2016,Finance,Life Insurance,https://old.nasdaq.com/symbol/ath
ATH^A,Athene Holding Ltd.,28.27,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ath^a
ATH^B,Athene Holding Ltd.,26.04,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ath^b
ATKR,Atkore International Group Inc.,40.62,$1.92B,2016,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.36,$257.93M,n/a,Energy,Electric Utilities: Central,https://old.nasdaq.com/symbol/at
ATO,Atmos Energy Corporation,111.11,$13.26B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/ato
ACB,Aurora Cannabis Inc.,2.01,$2.19B,2018,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/acb
ATHM,Autohome Inc.,81.99,$9.68B,2013,Technology,EDP Services,https://old.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",85.61,$7.47B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",48.7,$4.34B,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",1213.87,$28.71B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/azo
AVLR,"Avalara, Inc.",72.68,$5.59B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/avlr
AVB,"AvalonBay Communities, Inc.",207.09,$28.92B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",51.38,$15.88B,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/agr
AVNS,"Avanos Medical, Inc.",33.69,$1.61B,2014,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/avns
AVTR,"Avantor, Inc.",18.22,$10.42B,2019,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/avtr
AVTR^A,"Avantor, Inc.",63.5429,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/avtr^a
AVYA,Avaya Holdings Corp.,12.73,$1.42B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/avya
AVY,Avery Dennison Corporation,132.87,$11.1B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,4.52,$563.3M,2013,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/avh
AVA,Avista Corporation,47.73,$3.18B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ava
AVP,"Avon Products, Inc.",5.78,$2.56B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/avp
AVX,AVX Corporation,20.26,$3.43B,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/avx
EQH,"AXA Equitable Holdings, Inc.",24.74,$15.95B,2018,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/eqh
EQH^A,"AXA Equitable Holdings, Inc.",25.83,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqh^a
AXTA,Axalta Coating Systems Ltd.,30.26,$7.1B,2014,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,59.76,$5.02B,2003,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/axs
AXS^D.CL,Axis Capital Holdings Limited,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/axs^d.cl
AXS^E,Axis Capital Holdings Limited,26.28,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/axs^e
AX,"Axos Financial, Inc.",30.24,$1.85B,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ax
AXO,"Axos Financial, Inc.",26.44,n/a,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/axo
AZUL,Azul S.A.,42.33,$4.82B,2017,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/azul
AZRE,Azure Power Global Limited,12.55,$597.83M,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,46.53,$1.22B,n/a,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",17.78,$1.14B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bgs
BRPM,B. Riley Principal Merger Corp.,10.09,$185.97M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/brpm
BRPM.U,B. Riley Principal Merger Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/brpm.u
BRPM.WS,B. Riley Principal Merger Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/brpm.ws
BW,Babcock,3.22,$149.22M,2015,Capital Goods,Building Products,https://old.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,17.22,$345.4M,2012,n/a,n/a,https://old.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",65.69,$1.91B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bmi
BCSF,"Bain Capital Specialty Finance, Inc.",20.09,$1.04B,2018,n/a,n/a,https://old.nasdaq.com/symbol/bcsf
BKR,Baker Hughes Company,25.51,$26.21B,2017,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/bkr
BBN,BalckRock Taxable Municipal Bond Trust,24.29,$1.39B,2010,n/a,n/a,https://old.nasdaq.com/symbol/bbn
BLL,Ball Corporation,65.25,$21.35B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/bll
BANC,"Banc of California, Inc.",17.02,$866.05M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/banc
BANC^D,"Banc of California, Inc.",25.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",26.33,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/banc^e
BBAR,Banco BBVA Argentina S.A.,5.51,$1.13B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbar
BBVA,Banco Bilbao Viscaya Argentaria S.A.,5.58,$37.21B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,8.73,$70.12B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,8.25,$66.27B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,21.82,$11.02B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",21.85,$865.3M,1992,Finance,Commercial Banks,https://old.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,11.56,$86.32B,2009,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,23.56,$11.1B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsac
BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",7.04,$9.56B,2012,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsmx
SAN,"Banco Santander, S.A.",4.14,$68.8B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/san
SAN^B,"Banco Santander, S.A.",23.96,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/san^b
CIB,BanColombia S.A.,55.31,$13.3B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/cib
BXS,BancorpSouth Bank,32.09,$3.36B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bxs
BXS^A,BancorpSouth Bank,25.47,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bxs^a
BAC,Bank of America Corporation,35.17,$316.36B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bac
BAC^A,Bank of America Corporation,26.71,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^a
BAC^B,Bank of America Corporation,27.46,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^b
BAC^C,Bank of America Corporation,26.43,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^c
BAC^E,Bank of America Corporation,24.5335,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^e
BAC^K,Bank of America Corporation,27.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^k
BAC^L,Bank of America Corporation,1473.52,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^l
BAC^M,Bank of America Corporation,26.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^m
BAC^N,Bank of America Corporation,26,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^n
BAC^Y.CL,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^y.cl
BML^G,Bank of America Corporation,21.39,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,20.57,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^h
BML^J,Bank of America Corporation,23.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,24.67,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,95.07,$3.83B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,77,$49.22B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),37.06,$1.99B,2016,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),50.37,$46.45B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),26.19,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),55.76,$67.8B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bns
BKU,"BankUnited, Inc.",36.68,$3.48B,2011,Finance,Savings Institutions,https://old.nasdaq.com/symbol/bku
BCS,Barclays PLC,9.3,$40.26B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bcs
BBDC,"Barings BDC, Inc.",10.36,$510.59M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bbdc
MCI,Barings Corporate Investors,17.08,$344.88M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,16.16,$170.86M,1988,Consumer Services,Miscellaneous,https://old.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",4.18,$201.88M,2015,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/bned
B,"Barnes Group, Inc.",62.23,$3.16B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/b
GOLD,Barrick Gold Corporation,17.76,$31.57B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gold
BHC,Bausch Health Companies Inc.,29.91,$10.46B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhc
BAX,Baxter International Inc.,84.52,$43.15B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,1.41,$787.11M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bte
BBX,BBX Capital Corporation,4.86,$446.01M,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",46.3,$41.84B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",14.38,$444.93M,1994,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",273.49,$74.12B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdx
BDXA,"Becton, Dickinson and Company",65.99,n/a,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdxa
BDC,Belden Inc,55.47,$2.52B,n/a,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/bdc
BRBR,"BellRing Brands, Inc.",23,$906.86M,2019,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/brbr
BHE,"Benchmark Electronics, Inc.",34.7,$1.28B,n/a,Technology,Electrical Products,https://old.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",33,$1.65B,n/a,Finance,Banks,https://old.nasdaq.com/symbol/bhlb
BERY,"Berry Global Group, Inc.",47.39,$6.27B,2012,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/bery
BBY,"Best Buy Co., Inc.",87.64,$22.68B,n/a,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/bby
BEST,BEST Inc.,5.43,$2.11B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/best
BGSF,BG Staffing Inc,22.2,$228.43M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/bgsf
BHP,BHP Group Limited,54.52,$137.88B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/bhp
BBL,BHP Group Plc,46.74,$118.18B,n/a,Energy,Coal Mining,https://old.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",28.94,$1.13B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,113.7,$258.72M,2018,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/bh
BH.A,Biglari Holdings Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bh.a
BILL,"Bill.com Holdings, Inc.",38.76,$2.73B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bill
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,54.08,$2.83B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhvn
BIO,"Bio-Rad Laboratories, Inc.",370.91,$11.1B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,14.91,$1.05B,2010,Technology,EDP Services,https://old.nasdaq.com/symbol/bita
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",22.25,$3.05B,2018,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/bj
BKH,Black Hills Corporation,77.3,$4.75B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/bkh
BKI,"Black Knight, Inc.",63.55,$9.5B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bki
BSM,"Black Stone Minerals, L.P.",12.73,$2.62B,2015,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bsm
BB,BlackBerry Limited,6.47,$3.57B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bb
BGIO,BlackRock 2022 Global Income Opportunity Trust,9.63,$213.1M,2017,n/a,n/a,https://old.nasdaq.com/symbol/bgio
BFZ,BlackRock California Municipal Income Trust,13.54,$431.97M,2001,n/a,n/a,https://old.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,17.1,$754.48M,2004,n/a,n/a,https://old.nasdaq.com/symbol/cii
BHK,Blackrock Core Bond Trust,14.5,$782.06M,2001,n/a,n/a,https://old.nasdaq.com/symbol/bhk
HYT,"Blackrock Corporate High Yield Fund, Inc.",11.26,$1.37B,2003,n/a,n/a,https://old.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,13.85,$1.44B,2006,n/a,n/a,https://old.nasdaq.com/symbol/btz
DSU,"Blackrock Debt Strategies Fund, Inc.",11.17,$555.12M,1998,n/a,n/a,https://old.nasdaq.com/symbol/dsu
BGR,BlackRock Energy and Resources Trust,11.36,$338.82M,2004,n/a,n/a,https://old.nasdaq.com/symbol/bgr
BDJ,Blackrock Enhanced Equity Dividend Trust,9.72,$1.82B,2005,n/a,n/a,https://old.nasdaq.com/symbol/bdj
EGF,"Blackrock Enhanced Government Fund, Inc",13.08,$61.93M,2005,n/a,n/a,https://old.nasdaq.com/symbol/egf
FRA,Blackrock Floating Rate Income Strategies Fund Inc,13.32,$483.85M,2003,n/a,n/a,https://old.nasdaq.com/symbol/fra
BFO,Blackrock Florida Municipal 2020 Term Trust,14.55,$80.7M,2003,n/a,n/a,https://old.nasdaq.com/symbol/bfo
BGT,Blackrock Global,12.78,$296.56M,2004,n/a,n/a,https://old.nasdaq.com/symbol/bgt
BOE,Blackrock Global,10.96,$735.26M,2005,n/a,n/a,https://old.nasdaq.com/symbol/boe
BME,Blackrock Health Sciences Trust,41.84,$438.99M,2005,n/a,n/a,https://old.nasdaq.com/symbol/bme
BAF,BlackRock Income Investment Quality Trust,14.25,$124.68M,2002,n/a,n/a,https://old.nasdaq.com/symbol/baf
BKT,BlackRock Income Trust Inc. (The),6.05,$385.97M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bkt
BGY,"BLACKROCK INTERNATIONAL, LTD.",5.79,$621.14M,2007,n/a,n/a,https://old.nasdaq.com/symbol/bgy
